fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,Amazon,Decathlon,Deporvillage
2025-11-11,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,109.94,,107.05,100.44,110.22
2025-11-11,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,80.81,,81.5,74.6,82.96
2025-11-11,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,128.03,119.23,125.68
2025-11-11,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.97,,18.41,17.73,19.9
2025-11-11,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.82,,35.76,33.57,32.72
2025-11-11,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,50.5,,49.38,46.91,48.98
2025-11-12,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,95.91,109.73,97.08
2025-11-12,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,115.83,103.14,121.07
2025-11-12,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,83.39,,88.63,73.66,87.9
2025-11-12,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.78,,72.54,68.58,80.51
2025-11-12,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.66,,33.31,34.57,35.41
2025-11-12,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.95,,62.74,60.8,65.62
2025-11-12,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.18,,68.05,66.84,62.87
2025-11-12,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.3,,64.91,61.47,63.74
2025-11-12,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,371.63,349.05,374.41
2025-11-12,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,199.97,162.54,165.6
2025-11-12,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.34,,47.86,42.99,45.77
2025-11-12,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,55.37,,57.89,48.62,56.27
2025-11-12,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.03,,25.99,21.84,23.77
2025-11-12,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,39.5,,42.56,37.46,41.2
2025-11-12,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,136.15,154.21,129.09
2025-11-12,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,849.3,790.75,791.44
2025-11-12,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,96.74,,100.47,83.98,91.23
2025-11-12,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,71.23,,71.02,65.0,71.39
2025-11-12,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,109.31,,104.35,103.0,115.12
2025-11-12,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,80.85,,81.16,75.43,79.55
2025-11-12,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,121.76,122.11,123.83
2025-11-12,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,20.2,,18.37,17.81,19.94
2025-11-12,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.23,,35.09,31.17,33.88
2025-11-12,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,50.45,,45.42,45.63,49.66
2025-11-13,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,92.67,105.39,98.33
2025-11-13,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,119.51,114.47,121.54
2025-11-13,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.03,,83.91,78.56,89.31
2025-11-13,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,74.36,,66.99,67.34,74.61
2025-11-13,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.27,,38.83,31.16,36.01
2025-11-13,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,66.12,,61.43,63.32,68.35
2025-11-13,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.83,,74.49,59.25,68.75
2025-11-13,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.95,,69.64,61.17,65.75
2025-11-13,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,397.06,327.61,365.89
2025-11-13,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,184.3,159.19,176.43
2025-11-13,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.97,,43.56,43.79,44.87
2025-11-13,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,56.03,,51.75,50.82,53.64
2025-11-13,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.17,,27.15,23.08,24.28
2025-11-13,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.2,,38.54,35.04,39.05
2025-11-13,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,134.59,138.71,146.62
2025-11-13,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,792.06,721.95,875.28
2025-11-13,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,94.04,,93.26,87.86,97.69
2025-11-13,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,69.33,,73.73,64.55,71.43
2025-11-13,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,111.52,,106.5,106.09,104.34
2025-11-13,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,78.65,,75.89,69.38,75.01
2025-11-13,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,133.89,121.06,124.96
2025-11-13,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,20.37,,19.99,18.38,19.02
2025-11-13,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.39,,35.86,32.62,35.1
2025-11-13,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,50.23,,46.26,46.7,48.85
2025-11-14,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,95.91,123.88,100.14
2025-11-14,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,125.38,117.78,132.83
2025-11-14,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,84.08,,82.56,76.99,83.17
2025-11-14,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.61,,72.6,71.08,74.57
2025-11-14,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.36,,35.12,31.9,36.15
2025-11-14,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,64.43,,62.46,60.44,62.53
2025-11-14,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.01,,68.67,63.47,70.96
2025-11-14,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,66.26,,63.03,62.27,68.82
2025-11-14,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,367.85,358.47,387.03
2025-11-14,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,167.53,146.11,153.65
2025-11-14,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.22,,41.93,38.86,45.89
2025-11-14,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,54.88,,54.2,50.72,56.81
2025-11-14,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.06,,24.77,21.99,25.57
2025-11-14,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,39.39,,42.85,37.26,40.42
2025-11-14,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,140.49,155.94,148.14
2025-11-14,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,782.2,806.79,753.64
2025-11-14,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,94.81,,90.39,85.28,94.37
2025-11-14,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,70.17,,69.29,61.97,72.6
2025-11-14,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,109.15,,115.33,99.23,115.75
2025-11-14,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,78.61,,76.27,72.36,74.28
2025-11-14,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,121.83,113.68,126.94
2025-11-14,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.76,,19.37,18.45,19.22
2025-11-14,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.36,,36.09,30.43,36.33
2025-11-14,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.4,,50.44,46.17,50.94
2025-11-15,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,87.26,103.16,100.97
2025-11-15,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,111.55,117.92,126.61
2025-11-15,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,83.85,,89.06,78.48,82.83
2025-11-15,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,75.81,,70.16,69.74,71.05
2025-11-15,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.17,,33.19,31.35,32.11
2025-11-15,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.02,,58.72,58.42,63.65
2025-11-15,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.36,,66.01,67.63,72.0
2025-11-15,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.32,,62.76,58.66,63.04
2025-11-15,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,368.31,337.36,349.76
2025-11-15,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,182.67,162.58,162.17
2025-11-15,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,45.54,,44.05,38.43,44.17
2025-11-15,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,55.98,,56.15,50.31,59.17
2025-11-15,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.04,,24.69,22.05,24.25
2025-11-15,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,39.27,,44.58,38.36,42.35
2025-11-15,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,145.83,146.39,132.65
2025-11-15,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,775.28,711.71,787.93
2025-11-15,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,93.34,,82.35,89.34,97.05
2025-11-15,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,70.13,,69.34,64.51,69.59
2025-11-15,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,111.31,,111.77,101.0,108.94
2025-11-15,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,78.65,,80.57,76.29,79.63
2025-11-15,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,125.18,125.76,124.76
2025-11-15,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,20.23,,18.89,18.39,20.35
2025-11-15,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.36,,33.18,32.06,33.72
2025-11-15,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.03,,47.63,44.51,48.05
2025-11-16,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,84.42,115.38,100.85
2025-11-16,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,118.13,117.61,129.04
2025-11-16,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.33,,87.23,81.35,85.11
2025-11-16,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.76,,74.68,66.75,80.06
2025-11-16,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.12,,33.78,29.88,35.35
2025-11-16,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.29,,66.73,56.06,64.24
2025-11-16,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,68.68,,74.58,62.25,67.77
2025-11-16,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.45,,61.04,57.7,64.91
2025-11-16,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,375.84,336.27,363.56
2025-11-16,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,165.38,143.56,181.93
2025-11-16,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,45.18,,39.8,42.66,43.09
2025-11-16,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,55.26,,55.31,52.11,57.3
2025-11-16,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.16,,26.55,22.34,23.6
2025-11-16,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.4,,41.22,37.89,39.25
2025-11-16,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,153.7,148.54,141.89
2025-11-16,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,791.25,820.04,857.37
2025-11-16,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,93.18,,92.98,87.51,94.73
2025-11-16,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,68.91,,67.86,63.8,70.61
2025-11-16,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,109.2,,114.71,93.96,114.61
2025-11-16,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,80.66,,72.79,71.34,77.45
2025-11-16,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,132.27,108.3,114.52
2025-11-16,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.91,,21.08,17.52,20.62
2025-11-16,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.01,,36.01,31.83,35.66
2025-11-16,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.13,,47.5,48.31,49.25
2025-11-17,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,88.27,110.02,94.07
2025-11-17,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,115.55,108.22,134.81
2025-11-17,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.35,,81.73,76.67,83.28
2025-11-17,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,75.68,,77.04,68.41,75.57
2025-11-17,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.44,,33.08,32.57,33.16
2025-11-17,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.08,,60.67,59.03,63.4
2025-11-17,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.48,,68.12,64.87,66.52
2025-11-17,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.7,,65.45,57.08,66.65
2025-11-17,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,401.82,346.26,394.45
2025-11-17,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,183.92,148.59,183.24
2025-11-17,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,45.65,,42.93,41.1,44.93
2025-11-17,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,54.37,,58.11,48.54,58.39
2025-11-17,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,24.65,,26.51,22.87,27.2
2025-11-17,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.68,,38.37,35.85,37.93
2025-11-17,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,146.07,142.52,136.72
2025-11-17,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,745.94,699.31,849.35
2025-11-17,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,95.23,,86.63,85.27,97.26
2025-11-17,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,69.38,,70.45,63.09,71.68
2025-11-17,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,110.44,,115.96,103.91,104.78
2025-11-17,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,80.97,,75.64,72.7,81.6
2025-11-17,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,145.78,105.65,128.05
2025-11-17,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.88,,19.74,18.53,20.72
2025-11-17,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.3,,36.51,32.89,34.87
2025-11-17,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,50.21,,48.17,45.98,50.81
2025-11-18,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,84.63,111.51,98.36
2025-11-18,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,114.23,114.48,119.17
2025-11-18,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.08,,78.27,70.25,85.66
2025-11-18,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,74.47,,71.84,70.49,72.31
2025-11-18,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.61,,38.22,31.94,34.51
2025-11-18,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,64.05,,67.93,58.19,66.44
2025-11-18,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,68.88,,72.58,65.58,67.23
2025-11-18,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,66.17,,68.13,58.84,64.87
2025-11-18,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,390.58,345.52,364.19
2025-11-18,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,175.12,150.78,176.8
2025-11-18,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,45.21,,42.52,41.94,47.95
2025-11-18,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,55.33,,55.6,49.1,54.86
2025-11-18,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,24.59,,25.38,22.35,25.31
2025-11-18,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,39.89,,44.36,35.22,39.45
2025-11-18,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,145.81,142.97,138.67
2025-11-18,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,808.06,689.08,833.46
2025-11-18,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,93.85,,88.16,82.96,103.06
2025-11-18,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,71.15,,72.4,65.26,67.35
2025-11-18,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,109.69,,107.83,96.88,107.66
2025-11-18,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,81.3,,78.53,68.57,81.42
2025-11-18,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,128.73,117.42,119.78
2025-11-18,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,20.17,,19.89,17.57,19.86
2025-11-18,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.27,,36.12,32.47,36.05
2025-11-18,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,50.87,,51.0,43.38,50.24
2025-11-19,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,79.72,105.21,101.68
2025-11-19,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,121.05,109.2,128.3
2025-11-19,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,84.06,,83.35,75.36,84.02
2025-11-19,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.58,,74.03,66.45,78.79
2025-11-19,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.43,,31.54,33.54,34.73
2025-11-19,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.68,,60.93,57.9,70.34
2025-11-19,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.0,,68.71,66.33,66.88
2025-11-19,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.29,,67.02,61.68,68.92
2025-11-19,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,355.03,345.24,347.09
2025-11-19,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,177.41,155.59,163.22
2025-11-19,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.12,,45.46,38.2,44.52
2025-11-19,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,55.82,,55.67,50.93,57.98
2025-11-19,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.33,,25.82,23.5,24.2
2025-11-19,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.62,,39.53,34.93,41.08
2025-11-19,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,139.7,158.15,134.11
2025-11-19,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,811.28,708.34,832.9
2025-11-19,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,96.79,,86.37,90.15,91.79
2025-11-19,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,70.92,,73.64,65.35,68.76
2025-11-19,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,107.91,,117.53,104.81,107.08
2025-11-19,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,81.53,,74.36,69.35,83.02
2025-11-19,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,142.68,102.05,119.57
2025-11-19,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,20.37,,18.41,18.35,21.51
2025-11-19,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.57,,33.85,30.65,33.37
2025-11-19,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,50.23,,52.06,47.01,48.34
2025-11-20,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,89.86,113.07,103.35
2025-11-20,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,115.81,114.69,123.37
2025-11-20,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.06,,86.74,74.97,89.07
2025-11-20,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,74.02,,72.59,66.75,79.06
2025-11-20,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.88,,37.1,31.9,34.8
2025-11-20,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,64.77,,66.53,58.92,65.3
2025-11-20,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.42,,72.23,60.14,74.1
2025-11-20,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.03,,62.35,58.19,63.48
2025-11-20,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,407.09,350.88,374.34
2025-11-20,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,179.55,151.47,166.82
2025-11-20,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.16,,43.54,40.91,43.7
2025-11-20,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,55.52,,54.05,51.97,57.47
2025-11-20,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,24.59,,23.01,22.82,25.64
2025-11-20,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.51,,39.76,36.92,39.41
2025-11-20,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,145.07,147.23,139.96
2025-11-20,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,855.73,779.75,797.38
2025-11-20,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,96.33,,90.36,89.73,103.95
2025-11-20,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,68.92,,71.08,67.8,69.18
2025-11-20,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,109.6,,108.97,103.86,104.38
2025-11-20,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,80.47,,66.76,73.45,84.71
2025-11-20,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,141.08,111.57,112.06
2025-11-20,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.66,,19.98,18.75,19.51
2025-11-20,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.67,,35.72,32.85,35.56
2025-11-20,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.74,,49.83,45.85,51.33
